rank,song,artist,year,song_id,word,sentiment_afinn,sentiment_bing,sentiment_nrc
33,i believe in you and me,whitney houston,1997,3013,free,1,positive,NA
33,i believe in you and me,whitney houston,1997,3013,free,1,positive,NA
33,i believe in you and me,whitney houston,1997,3013,free,1,positive,NA
35,2 become 1,spice girls,1997,3015,free,1,positive,NA
35,2 become 1,spice girls,1997,3015,free,1,positive,NA
35,2 become 1,spice girls,1997,3015,free,1,positive,NA
41,ooh aah just a little bit,gina g,1997,3021,free,1,positive,NA
93,twisted,keith sweat,1997,3070,free,1,positive,NA
100,let it go,ray j,1997,3075,free,1,positive,NA
100,let it go,ray j,1997,3075,free,1,positive,NA
100,let it go,ray j,1997,3075,free,1,positive,NA
100,let it go,ray j,1997,3075,free,1,positive,NA
6,together again,janet,1998,3081,free,1,positive,NA
6,together again,janet,1998,3081,free,1,positive,NA
6,together again,janet,1998,3081,free,1,positive,NA
6,together again,janet,1998,3081,free,1,positive,NA
41,make it hot,nicole featuring missy elliott and mocha,1998,3114,free,1,positive,NA
42,never ever,all saints,1998,3115,free,1,positive,NA
79,bitter sweet symphony,the verve,1998,3149,free,1,positive,NA
81,spice up your life,spice girls,1998,3151,free,1,positive,NA
89,do for love,2pac featuring eric williams,1998,3158,free,1,positive,NA
100,westside,tq,1998,3169,free,1,positive,NA
3,angel of mine,monica,1999,3172,free,1,positive,NA
3,angel of mine,monica,1999,3172,free,1,positive,NA
7,genie in a bottle,christina aguilera,1999,3176,free,1,positive,NA
7,genie in a bottle,christina aguilera,1999,3176,free,1,positive,NA
7,genie in a bottle,christina aguilera,1999,3176,free,1,positive,NA
37,the hardest thing,98 degrees,1999,3205,free,1,positive,NA
37,the hardest thing,98 degrees,1999,3205,free,1,positive,NA
37,the hardest thing,98 degrees,1999,3205,free,1,positive,NA
51,shes so high,tal bachman,1999,3218,free,1,positive,NA
74,all night long,faith evans featuring puff daddy,1999,3241,free,1,positive,NA
74,all night long,faith evans featuring puff daddy,1999,3241,free,1,positive,NA
76,almost doesnt count,brandy,1999,3243,free,1,positive,NA
77,man i feel like a woman,shania twain,1999,3244,free,1,positive,NA
77,man i feel like a woman,shania twain,1999,3244,free,1,positive,NA
77,man i feel like a woman,shania twain,1999,3244,free,1,positive,NA
97,music of my heart,n sync and gloria estefan,1999,3263,free,1,positive,NA
97,music of my heart,n sync and gloria estefan,1999,3263,free,1,positive,NA
97,music of my heart,n sync and gloria estefan,1999,3263,free,1,positive,NA
97,music of my heart,n sync and gloria estefan,1999,3263,free,1,positive,NA
97,music of my heart,n sync and gloria estefan,1999,3263,free,1,positive,NA
39,wind of change,scorpions,1991,2457,freedom,2,positive,joy
39,wind of change,scorpions,1991,2457,freedom,2,positive,positive
39,wind of change,scorpions,1991,2457,freedom,2,positive,trust
61,3 am eternal,the klf,1991,2476,freedom,2,positive,joy
61,3 am eternal,the klf,1991,2476,freedom,2,positive,positive
61,3 am eternal,the klf,1991,2476,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
95,freedom 90,george michael,1991,2508,freedom,2,positive,joy
95,freedom 90,george michael,1991,2508,freedom,2,positive,positive
95,freedom 90,george michael,1991,2508,freedom,2,positive,trust
27,masterpiece,atlantic starr,1992,2539,freedom,2,positive,joy
27,masterpiece,atlantic starr,1992,2539,freedom,2,positive,positive
27,masterpiece,atlantic starr,1992,2539,freedom,2,positive,trust
40,tennessee,arrested development,1992,2552,freedom,2,positive,joy
40,tennessee,arrested development,1992,2552,freedom,2,positive,positive
40,tennessee,arrested development,1992,2552,freedom,2,positive,trust
43,the one,elton john,1992,2555,freedom,2,positive,joy
43,the one,elton john,1992,2555,freedom,2,positive,positive
43,the one,elton john,1992,2555,freedom,2,positive,trust
43,the one,elton john,1992,2555,freedom,2,positive,joy
43,the one,elton john,1992,2555,freedom,2,positive,positive
43,the one,elton john,1992,2555,freedom,2,positive,trust
43,the one,elton john,1992,2555,freedom,2,positive,joy
43,the one,elton john,1992,2555,freedom,2,positive,positive
43,the one,elton john,1992,2555,freedom,2,positive,trust
43,the one,elton john,1992,2555,freedom,2,positive,joy
43,the one,elton john,1992,2555,freedom,2,positive,positive
43,the one,elton john,1992,2555,freedom,2,positive,trust
31,mr wendal,arrested development,1993,2638,freedom,2,positive,joy
31,mr wendal,arrested development,1993,2638,freedom,2,positive,positive
31,mr wendal,arrested development,1993,2638,freedom,2,positive,trust
38,run away,real mccoy,1995,2835,freedom,2,positive,joy
38,run away,real mccoy,1995,2835,freedom,2,positive,positive
38,run away,real mccoy,1995,2835,freedom,2,positive,trust
83,on  on,erykah badu,1997,3060,freedom,2,positive,joy
83,on  on,erykah badu,1997,3060,freedom,2,positive,positive
83,on  on,erykah badu,1997,3060,freedom,2,positive,trust
87,dont cry for me argentina,madonna,1997,3064,freedom,2,positive,joy
87,dont cry for me argentina,madonna,1997,3064,freedom,2,positive,positive
87,dont cry for me argentina,madonna,1997,3064,freedom,2,positive,trust
78,money power  respect,the lox featuring dmx and lil kim,1998,3148,freedom,2,positive,joy
78,money power  respect,the lox featuring dmx and lil kim,1998,3148,freedom,2,positive,positive
78,money power  respect,the lox featuring dmx and lil kim,1998,3148,freedom,2,positive,trust
26,the power,snap,1990,2348,fresh,1,positive,NA
26,the power,snap,1990,2348,fresh,1,positive,NA
38,summertime,dj jazzy jeff  the fresh prince,1991,2456,fresh,1,positive,NA
38,summertime,dj jazzy jeff  the fresh prince,1991,2456,fresh,1,positive,NA
11,nuthin but a g thang,dr dre,1993,2618,fresh,1,positive,NA
81,rebirth of slick cool like dat,digable planets,1993,2687,fresh,1,positive,NA
91,break it down again,tears for fears,1993,2697,fresh,1,positive,NA
58,i wish,skeelo,1995,2853,fresh,1,positive,NA
40,1 2 3 4 sumpin new,coolio,1996,2927,fresh,1,positive,NA
69,if your girl only knew,aaliyah,1996,2953,fresh,1,positive,NA
91,po pimp,do or die featuring twista,1996,2974,fresh,1,positive,NA
55,daydreamin,tatyana ali,1998,3125,fresh,1,positive,NA
75,back that azz up,juvenile featuring mannie fresh and lil wayne,1999,3242,fresh,1,positive,NA
88,what about your friends,tlc,1992,2596,friendly,2,positive,anticipation
88,what about your friends,tlc,1992,2596,friendly,2,positive,joy
88,what about your friends,tlc,1992,2596,friendly,2,positive,positive
88,what about your friends,tlc,1992,2596,friendly,2,positive,trust
88,what about your friends,tlc,1992,2596,friendly,2,positive,anticipation
88,what about your friends,tlc,1992,2596,friendly,2,positive,joy
88,what about your friends,tlc,1992,2596,friendly,2,positive,positive
88,what about your friends,tlc,1992,2596,friendly,2,positive,trust
62,what about your friends,tlc,1993,2669,friendly,2,positive,anticipation
62,what about your friends,tlc,1993,2669,friendly,2,positive,joy
62,what about your friends,tlc,1993,2669,friendly,2,positive,positive
62,what about your friends,tlc,1993,2669,friendly,2,positive,trust
62,what about your friends,tlc,1993,2669,friendly,2,positive,anticipation
62,what about your friends,tlc,1993,2669,friendly,2,positive,joy
62,what about your friends,tlc,1993,2669,friendly,2,positive,positive
62,what about your friends,tlc,1993,2669,friendly,2,positive,trust
4,the power of love,celine dion,1994,2708,frightened,-2,NA,fear
4,the power of love,celine dion,1994,2708,frightened,-2,NA,negative
4,the power of love,celine dion,1994,2708,frightened,-2,NA,surprise
4,the power of love,celine dion,1994,2708,frightened,-2,NA,fear
4,the power of love,celine dion,1994,2708,frightened,-2,NA,negative
4,the power of love,celine dion,1994,2708,frightened,-2,NA,surprise
85,good,better than ezra,1995,2880,frightened,-2,NA,fear
85,good,better than ezra,1995,2880,frightened,-2,NA,negative
85,good,better than ezra,1995,2880,frightened,-2,NA,surprise
99,you must love me,madonna,1997,3074,frightened,-2,NA,fear
99,you must love me,madonna,1997,3074,frightened,-2,NA,negative
99,you must love me,madonna,1997,3074,frightened,-2,NA,surprise
99,you must love me,madonna,1997,3074,frightened,-2,NA,fear
99,you must love me,madonna,1997,3074,frightened,-2,NA,negative
99,you must love me,madonna,1997,3074,frightened,-2,NA,surprise
39,bohemian rhapsody,queen,1992,2551,frightening,-3,negative,NA
99,misery,soul asylum,1995,2892,frustrated,-2,negative,anger
99,misery,soul asylum,1995,2892,frustrated,-2,negative,negative
99,misery,soul asylum,1995,2892,frustrated,-2,negative,anger
99,misery,soul asylum,1995,2892,frustrated,-2,negative,negative
99,misery,soul asylum,1995,2892,frustrated,-2,negative,anger
99,misery,soul asylum,1995,2892,frustrated,-2,negative,negative
99,misery,soul asylum,1995,2892,frustrated,-2,negative,anger
99,misery,soul asylum,1995,2892,frustrated,-2,negative,negative
99,misery,soul asylum,1995,2892,frustrated,-2,negative,anger
99,misery,soul asylum,1995,2892,frustrated,-2,negative,negative
99,misery,soul asylum,1995,2892,frustrated,-2,negative,anger
99,misery,soul asylum,1995,2892,frustrated,-2,negative,negative
99,misery,soul asylum,1995,2892,frustrated,-2,negative,anger
99,misery,soul asylum,1995,2892,frustrated,-2,negative,negative
58,i do,lisa loeb,1998,3128,frustrated,-2,negative,anger
58,i do,lisa loeb,1998,3128,frustrated,-2,negative,negative
6,unbelievable,emf,1991,2424,fuck,-4,negative,NA
2,baby got back,sir mixalot,1992,2514,fuck,-4,negative,NA
11,nuthin but a g thang,dr dre,1993,2618,fuck,-4,negative,NA
53,dre day,dr dre featuring snoop doggy dogg,1993,2660,fuck,-4,negative,NA
53,dre day,dr dre featuring snoop doggy dogg,1993,2660,fuck,-4,negative,NA
53,dre day,dr dre featuring snoop doggy dogg,1993,2660,fuck,-4,negative,NA
53,dre day,dr dre featuring snoop doggy dogg,1993,2660,fuck,-4,negative,NA
53,dre day,dr dre featuring snoop doggy dogg,1993,2660,fuck,-4,negative,NA
53,dre day,dr dre featuring snoop doggy dogg,1993,2660,fuck,-4,negative,NA
65,insane in the brain,cypress hill,1993,2672,fuck,-4,negative,NA
78,it was a good day,ice cube,1993,2684,fuck,-4,negative,NA
78,it was a good day,ice cube,1993,2684,fuck,-4,negative,NA
86,check yo self,ice cube featuring das efx,1993,2692,fuck,-4,negative,NA
86,check yo self,ice cube featuring das efx,1993,2692,fuck,-4,negative,NA
86,check yo self,ice cube featuring das efx,1993,2692,fuck,-4,negative,NA
37,funkdafied,da brat,1994,2737,fuck,-4,negative,NA
55,getto jam,domino,1994,2755,fuck,-4,negative,NA
59,this dj,warren g,1994,2759,fuck,-4,negative,NA
23,one more chance,the notorious big,1995,2820,fuck,-4,negative,NA
23,one more chance,the notorious big,1995,2820,fuck,-4,negative,NA
23,one more chance,the notorious big,1995,2820,fuck,-4,negative,NA
23,one more chance,the notorious big,1995,2820,fuck,-4,negative,NA
23,one more chance,the notorious big,1995,2820,fuck,-4,negative,NA
23,one more chance,the notorious big,1995,2820,fuck,-4,negative,NA
23,one more chance,the notorious big,1995,2820,fuck,-4,negative,NA
23,one more chance,the notorious big,1995,2820,fuck,-4,negative,NA
23,one more chance,the notorious big,1995,2820,fuck,-4,negative,NA
47,big poppa,the notorious big,1995,2843,fuck,-4,negative,NA
72,players anthem,junior mafia featuring the notorious big,1995,2867,fuck,-4,negative,NA
76,short dick man,20 fingers featuring gillette,1995,2871,fuck,-4,negative,NA
32,not gon cry,mary j blige,1996,2920,fuck,-4,negative,NA
57,woo hah got you all in check,busta rhymes,1996,2943,fuck,-4,negative,NA
77,keep on keepin on,mc lyte featuring xscape,1996,2960,fuck,-4,negative,NA
77,keep on keepin on,mc lyte featuring xscape,1996,2960,fuck,-4,negative,NA
89,get money,junior mafia featuring the notorious big,1996,2972,fuck,-4,negative,NA
5,cant nobody hold me down,puff daddy featuring mase,1997,2986,fuck,-4,negative,NA
5,cant nobody hold me down,puff daddy featuring mase,1997,2986,fuck,-4,negative,NA
46,not tonight,lil kim featuring da brat left eye missy elliott and angie martinez,1997,3026,fuck,-4,negative,NA
46,not tonight,lil kim featuring da brat left eye missy elliott and angie martinez,1997,3026,fuck,-4,negative,NA
46,not tonight,lil kim featuring da brat left eye missy elliott and angie martinez,1997,3026,fuck,-4,negative,NA
58,up jumps da boogie,timbaland  magoo featuring missy elliott and aaliyah,1997,3037,fuck,-4,negative,NA
61,cold rock a party,mc lyte,1997,3039,fuck,-4,negative,NA
80,no time,lil kim featuring puff daddy,1997,3057,fuck,-4,negative,NA
19,been around the world,puff daddy featuring the notorious big and mase,1998,3093,fuck,-4,negative,NA
40,make em say uhh,master p featuring fiend silkk the shocker mia x and mystikal,1998,3113,fuck,-4,negative,NA
68,victory,puff daddy featuring the notorious big and busta rhymes,1998,3138,fuck,-4,negative,NA
68,victory,puff daddy featuring the notorious big and busta rhymes,1998,3138,fuck,-4,negative,NA
68,victory,puff daddy featuring the notorious big and busta rhymes,1998,3138,fuck,-4,negative,NA
68,victory,puff daddy featuring the notorious big and busta rhymes,1998,3138,fuck,-4,negative,NA
77,touch it,monifah,1998,3147,fuck,-4,negative,NA
77,touch it,monifah,1998,3147,fuck,-4,negative,NA
77,touch it,monifah,1998,3147,fuck,-4,negative,NA
77,touch it,monifah,1998,3147,fuck,-4,negative,NA
77,touch it,monifah,1998,3147,fuck,-4,negative,NA
77,touch it,monifah,1998,3147,fuck,-4,negative,NA
77,touch it,monifah,1998,3147,fuck,-4,negative,NA
77,touch it,monifah,1998,3147,fuck,-4,negative,NA
78,money power  respect,the lox featuring dmx and lil kim,1998,3148,fuck,-4,negative,NA
97,father,ll cool j,1998,3166,fuck,-4,negative,NA
100,westside,tq,1998,3169,fuck,-4,negative,NA
39,can i get a,jayz featuring amil and ja rule,1999,3207,fuck,-4,negative,NA
39,can i get a,jayz featuring amil and ja rule,1999,3207,fuck,-4,negative,NA
39,can i get a,jayz featuring amil and ja rule,1999,3207,fuck,-4,negative,NA
39,can i get a,jayz featuring amil and ja rule,1999,3207,fuck,-4,negative,NA
39,can i get a,jayz featuring amil and ja rule,1999,3207,fuck,-4,negative,NA
39,can i get a,jayz featuring amil and ja rule,1999,3207,fuck,-4,negative,NA
39,can i get a,jayz featuring amil and ja rule,1999,3207,fuck,-4,negative,NA
39,can i get a,jayz featuring amil and ja rule,1999,3207,fuck,-4,negative,NA
41,doo wop that thing,lauryn hill,1999,3209,fuck,-4,negative,NA
55,who dat,jt money featuring sole,1999,3222,fuck,-4,negative,NA
55,who dat,jt money featuring sole,1999,3222,fuck,-4,negative,NA
55,who dat,jt money featuring sole,1999,3222,fuck,-4,negative,NA
75,back that azz up,juvenile featuring mannie fresh and lil wayne,1999,3242,fuck,-4,negative,NA
89,hard knock life ghetto anthem,jayz,1999,3256,fuck,-4,negative,NA
90,jamboree,naughty by nature featuring zhane,1999,3257,fuck,-4,negative,NA
53,dre day,dr dre featuring snoop doggy dogg,1993,2660,fucked,-4,NA,NA
53,dre day,dr dre featuring snoop doggy dogg,1993,2660,fucked,-4,NA,NA
78,it was a good day,ice cube,1993,2684,fucked,-4,NA,NA
52,gin and juice,snoop doggy dogg,1994,2752,fucked,-4,NA,NA
23,one more chance,the notorious big,1995,2820,fucked,-4,NA,NA
23,one more chance,the notorious big,1995,2820,fucked,-4,NA,NA
23,one more chance,the notorious big,1995,2820,fucked,-4,NA,NA
97,give it 2 you,da brat,1995,2890,fucked,-4,NA,NA
32,not gon cry,mary j blige,1996,2920,fucked,-4,NA,NA
63,building a mystery,sarah mclachlan,1997,3041,fucked,-4,NA,NA
68,victory,puff daddy featuring the notorious big and busta rhymes,1998,3138,fucked,-4,NA,NA
68,victory,puff daddy featuring the notorious big and busta rhymes,1998,3138,fucked,-4,NA,NA
68,victory,puff daddy featuring the notorious big and busta rhymes,1998,3138,fucked,-4,NA,NA
68,victory,puff daddy featuring the notorious big and busta rhymes,1998,3138,fucked,-4,NA,NA
39,can i get a,jayz featuring amil and ja rule,1999,3207,fucked,-4,NA,NA
41,doo wop that thing,lauryn hill,1999,3209,fucked,-4,NA,NA
55,who dat,jt money featuring sole,1999,3222,fucked,-4,NA,NA
72,players anthem,junior mafia featuring the notorious big,1995,2867,fucker,-4,NA,NA
54,ill be,foxy brown featuring jayz,1997,3033,fucker,-4,NA,NA
2,whoomp there it is,tag team,1993,2610,fucking,-4,negative,NA
86,check yo self,ice cube featuring das efx,1993,2692,fucking,-4,negative,NA
42,whoomp there it is,tag team,1994,2742,fucking,-4,negative,NA
91,po pimp,do or die featuring twista,1996,2974,fucking,-4,negative,NA
61,cold rock a party,mc lyte,1997,3039,fucking,-4,negative,NA
78,money power  respect,the lox featuring dmx and lil kim,1998,3148,fucking,-4,negative,NA
28,what its like,everlast,1999,3196,fucking,-4,negative,NA
23,rub you the right way,johnny gill,1990,2345,fulfill,2,NA,joy
23,rub you the right way,johnny gill,1990,2345,fulfill,2,NA,positive
19,if,janet jackson,1993,2626,fulfill,2,NA,joy
19,if,janet jackson,1993,2626,fulfill,2,NA,positive
3,ill be missing you,puff daddy featuring faith evans and 112,1997,2984,fulfill,2,NA,joy
3,ill be missing you,puff daddy featuring faith evans and 112,1997,2984,fulfill,2,NA,positive
99,nobodys supposed to be here,deborah cox,1998,3168,fulfill,2,NA,joy
99,nobodys supposed to be here,deborah cox,1998,3168,fulfill,2,NA,positive
9,nobodys supposed to be here,deborah cox,1999,3178,fulfill,2,NA,joy
9,nobodys supposed to be here,deborah cox,1999,3178,fulfill,2,NA,positive
3,nothing compares 2 u,sinead oconnor,1990,2325,fun,4,positive,anticipation
3,nothing compares 2 u,sinead oconnor,1990,2325,fun,4,positive,joy
3,nothing compares 2 u,sinead oconnor,1990,2325,fun,4,positive,positive
33,step by step,new kids on the block,1990,2355,fun,4,positive,anticipation
33,step by step,new kids on the block,1990,2355,fun,4,positive,joy
33,step by step,new kids on the block,1990,2355,fun,4,positive,positive
69,girls nite out,tyler collins,1990,2390,fun,4,positive,anticipation
69,girls nite out,tyler collins,1990,2390,fun,4,positive,joy
69,girls nite out,tyler collins,1990,2390,fun,4,positive,positive
97,swing the mood,jive bunny and the mastermixers,1990,2416,fun,4,positive,anticipation
97,swing the mood,jive bunny and the mastermixers,1990,2416,fun,4,positive,joy
97,swing the mood,jive bunny and the mastermixers,1990,2416,fun,4,positive,positive
23,joyride,roxette,1991,2441,fun,4,positive,anticipation
23,joyride,roxette,1991,2441,fun,4,positive,joy
23,joyride,roxette,1991,2441,fun,4,positive,positive
81,round and round,tevin campbell,1991,2495,fun,4,positive,anticipation
81,round and round,tevin campbell,1991,2495,fun,4,positive,joy
81,round and round,tevin campbell,1991,2495,fun,4,positive,positive
85,real real real,jesus jones,1991,2499,fun,4,positive,anticipation
85,real real real,jesus jones,1991,2499,fun,4,positive,joy
85,real real real,jesus jones,1991,2499,fun,4,positive,positive
95,freedom 90,george michael,1991,2508,fun,4,positive,anticipation
95,freedom 90,george michael,1991,2508,fun,4,positive,joy
95,freedom 90,george michael,1991,2508,fun,4,positive,positive
20,finally,cece peniston,1992,2532,fun,4,positive,anticipation
20,finally,cece peniston,1992,2532,fun,4,positive,joy
20,finally,cece peniston,1992,2532,fun,4,positive,positive
32,smells like teen spirit,nirvana,1992,2544,fun,4,positive,anticipation
32,smells like teen spirit,nirvana,1992,2544,fun,4,positive,joy
32,smells like teen spirit,nirvana,1992,2544,fun,4,positive,positive
89,thinkin back,color me badd,1992,2597,fun,4,positive,anticipation
89,thinkin back,color me badd,1992,2597,fun,4,positive,joy
89,thinkin back,color me badd,1992,2597,fun,4,positive,positive
51,all that she wants,ace of base,1993,2658,fun,4,positive,anticipation
51,all that she wants,ace of base,1993,2658,fun,4,positive,joy
51,all that she wants,ace of base,1993,2658,fun,4,positive,positive
97,anniversary,tony toni tone,1993,2702,fun,4,positive,anticipation
97,anniversary,tony toni tone,1993,2702,fun,4,positive,joy
97,anniversary,tony toni tone,1993,2702,fun,4,positive,positive
9,all that she wants,ace of base,1994,2713,fun,4,positive,anticipation
9,all that she wants,ace of base,1994,2713,fun,4,positive,joy
9,all that she wants,ace of base,1994,2713,fun,4,positive,positive
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,anticipation
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,joy
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,positive
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,anticipation
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,joy
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,positive
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,anticipation
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,joy
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,positive
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,anticipation
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,joy
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,positive
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,anticipation
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,joy
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,positive
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,anticipation
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,joy
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,positive
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,anticipation
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,joy
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,positive
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,anticipation
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,joy
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,positive
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,anticipation
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,joy
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,positive
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,anticipation
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,joy
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,positive
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,anticipation
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,joy
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,positive
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,anticipation
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,joy
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,positive
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,anticipation
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,joy
34,all i wanna do,sheryl crow,1994,2734,fun,4,positive,positive
53,never lie,immature,1994,2753,fun,4,positive,anticipation
53,never lie,immature,1994,2753,fun,4,positive,joy
53,never lie,immature,1994,2753,fun,4,positive,positive
74,groove thang,zhane,1994,2772,fun,4,positive,anticipation
74,groove thang,zhane,1994,2772,fun,4,positive,joy
74,groove thang,zhane,1994,2772,fun,4,positive,positive
74,groove thang,zhane,1994,2772,fun,4,positive,anticipation
74,groove thang,zhane,1994,2772,fun,4,positive,joy
74,groove thang,zhane,1994,2772,fun,4,positive,positive
99,bop gun one nation,ice cube featuring george clinton,1994,2797,fun,4,positive,anticipation
99,bop gun one nation,ice cube featuring george clinton,1994,2797,fun,4,positive,joy
99,bop gun one nation,ice cube featuring george clinton,1994,2797,fun,4,positive,positive
99,bop gun one nation,ice cube featuring george clinton,1994,2797,fun,4,positive,anticipation
99,bop gun one nation,ice cube featuring george clinton,1994,2797,fun,4,positive,joy
99,bop gun one nation,ice cube featuring george clinton,1994,2797,fun,4,positive,positive
18,boombastic,shaggy,1995,2815,fun,4,positive,anticipation
18,boombastic,shaggy,1995,2815,fun,4,positive,joy
18,boombastic,shaggy,1995,2815,fun,4,positive,positive
29,runaway,janet jackson,1995,2826,fun,4,positive,anticipation
29,runaway,janet jackson,1995,2826,fun,4,positive,joy
29,runaway,janet jackson,1995,2826,fun,4,positive,positive
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,anticipation
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,joy
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,positive
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,anticipation
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,joy
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,positive
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,anticipation
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,joy
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,positive
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,anticipation
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,joy
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,positive
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,anticipation
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,joy
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,positive
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,anticipation
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,joy
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,positive
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,anticipation
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,joy
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,positive
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,anticipation
67,all i wanna do,sheryl crow,1995,2862,fun,4,positive,joy
